[SpkLog]
[23-Oct-12 12:13:35 PM] |Write registry value| - |HKCU\Software\Microsoft\Windows\CurrentVersion\Run : sPkAutorunkiller v.3.0
[23-Oct-12 12:15:47 PM] |Attribute changed| - |L:\ข้อสอบ ป.6 เทอม 1 ปี 50.doc
[23-Oct-12 12:15:48 PM] |Attribute changed| - |C:\aqua_bitmap.cpp
[23-Oct-12 12:15:48 PM] |Error>> || - |C:\bootmgr
[23-Oct-12 12:15:48 PM] |Attribute changed| - |C:\BOOTSECT.BAK
[23-Oct-12 12:15:48 PM] |Attribute changed| - |C:\full.exe
[23-Oct-12 12:15:48 PM] |Error>> || - |C:\hiberfil.sys
[23-Oct-12 12:15:48 PM] |Attribute changed| - |C:\R6Config.txt
[23-Oct-12 12:15:48 PM] |Attribute changed| - |C:\user.js
[23-Oct-12 12:15:48 PM] |Attribute changed| - |C:\w7ldr
[23-Oct-12 12:15:48 PM] |Attribute changed| - |C:\wepkeys.txt
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\01.jpg
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\01.png
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\128256.jpg
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\57844-attachment.jpg
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\597.png
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\597.psd
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\5reco.zip
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\64676_400950629918683_100000112473018_1740952_902492557_n.jpg
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\a001.jpg
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\andesk.png
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\android-7.jpg
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\android_gingerbread.jpg
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\anonymous-mask.jpg
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\app_full_proxy.php
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\b82-ex-fixed.zip
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\beats_aceport.zip
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\build.png
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\Camera roll.rar
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\capture-1.avi
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\CF-Root-S5830-v3.7-b82-ex+without+Boot+Animation.zip
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\check.txt
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\CM7.2-RC3-DrOidACe.zip
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\cm_ace-ota-eng.maclaw.zip
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\code.png
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\com.eamobile.nfshp_row_wf.7z
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\cpic4.png
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\cpic5.png
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\Creative Suite 5 Master Collection Read Me.pdf
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\crt.zip
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\desc.txt
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\device-2011-10-02-123923.png
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\device-2011-10-02-123943.png
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\DroidACE.rar
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\ds2.php
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\facebook-like-button-big.jpg
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\file.VSP
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\fin.png
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\fin2.png
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\fix.jpg
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\flow.png
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\found.png
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\GT-S5830_INU_S5830DDKQ_8S5830ODDKQ7_S5830DDKQ8.zip
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\hacked.png
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\hackercup2011_pre.zip
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\Have_a_Heart_Logo_for_Rollelf_.jpg
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\Havij1.15Free.rar
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\headerpure.jpg
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\icons.rar
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\ICSLayouts12-patch.zip
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\ICSLayouts12-undo.zip
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\ict bug.txt
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\IMG_9999.CR2
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\Inertia-hvgagameszone_blogspot_com.rar
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\JournalingDisabler.zip
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\LagFree V1 By Slaid480.zip
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\LagFree V2.zip
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\Layiji-JaRaKeFadHang-1.0.zip
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\led_sen.c
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\M5_2.jpg
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\MEM0000039148.jpg
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\meonhack.png
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\multi_capacitor.wmv
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\namchoke_ss.png
[23-Oct-12 12:15:48 PM] |Error>> || - |D:\pagefile.sys
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\passadmin.txt
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\photoc.png
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\photoc.psd
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\photothumb.db
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\phpFileManager-0.9.3.zip
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\pic16f627a.png
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\picone.rar
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\pictwo.rar
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\post-44-1232033970.jpg
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\power_menu_XXKPO.zip
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\pp 62 demo.VSP
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\recovery-clockwork-5.0.2.6-galaxyace-fix.zip
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\ReverseTethering beta 3.zip
[23-Oct-12 12:15:48 PM] |Attribute changed| - |D:\robert_downey_jr_20090810.jpg
